date__begin,date__end,module_name,clk_per,realops,latency,throughput,critpath,area_mux,area_func,area_logic,area_buffer,area_mem,area_rom,area_reg,area_fsm_reg,area_fsm_comb,ram_count_single_port,ram_bits_single_port,ram_count_simple_dual_port,ram_bits_simple_dual_port,ram_count_true_dual_port,ram_bits_true_dual_port
1732766098,1732766202,LFSR,1.5,62,257,257,1.1435140000000001,483.1,45.2,226.6,0.0,0.0,0.0,883.1,10.0,0.5,0,0,0,0,0,0
1732766725,1732766788,LFSR,1.5,62,257,257,1.1435140000000001,483.1,45.2,226.6,0.0,0.0,0.0,883.1,10.0,0.5,0,0,0,0,0,0
