synth__sched__date__begin,synth__sched__date__end,init_design__sched__date__begin,init_design__sched__date__end,place_opt__sched__date__begin,place_opt__sched__date__end,clock_opt_cts__sched__date__begin,clock_opt_cts__sched__date__end,clock_opt_opto__sched__date__begin,clock_opt_opto__sched__date__end,route_auto__sched__date__begin,route_auto__sched__date__end,route_opt__sched__date__begin,route_opt__sched__date__end,route_opt__sched__host__id,route_opt__sched__loadavg__end,synth__timing__clk_per__set,init_design__area__util__set,init_design__area__max_layer__set,place_opt__timing__clk_trans__set,clk_opt_cts__timing__hold_uncert__set,route_opt__timing__whs__worst,route_opt__timing__tnhs__tot,route_opt__timing__nhve__tot,route_opt__timing__ntv__tot,route_opt__timing__critpath__max,route_opt__timing__clk_trans__max,route_opt__area__cell__tot,route_opt__area__util__avg,route_opt__drc__viol__tot,route_opt__area__wirelength__tot,route_opt__area__li1_wirelength__tot,route_opt__area__met1_wirelength__tot,route_opt__area__met2_wirelength__tot,route_opt__area__met3_wirelength__tot,route_opt__area__met4_wirelength__tot,route_opt__area__met5_wirelength__tot,route_opt__power__int__tot,route_opt__power__sw__tot,route_opt__power__leak__tot
1728487235,1728487386,1728487389,1728487426,1728487427,1728487527,1728487528,1728487600,1728487601,1728487683,1728487685,1728487749,1728487750,1728487822,grendel45.ece.ncsu.edu,3.80,20.0,0.85,met5,0.3,0.1,0.00,0.00,0,0,11.95,0.11,87935.9760,0.8721,0,246977,1734,67606,92714,55419,30508,435,4.14e+06,1.54e+06,6.48e+06
1728487829,1728487980,1728487983,1728488025,1728488025,1728488125,1728488126,1728488201,1728488202,1728488291,1728488292,1728488356,1728488357,1728488426,grendel45.ece.ncsu.edu,4.05,20.0,0.8,met5,0.3,0.1,-0.00,-0.00,1,2,12.01,0.14,87545.9664,0.8171,0,251707,2027,71136,95441,55912,28398,218,4.10e+06,1.61e+06,6.44e+06
1728489560,1728489759,1728489762,1728489801,1728489802,1728489948,1728489949,1728490027,1728490029,1728490124,1728490125,1728490198,1728490199,1728490316,grendel45.ece.ncsu.edu,6.97,3.0,0.95,met5,0.3,0.15,0.00,0.00,0,1,2.90,0.12,89369.7408,0.9481,0,266955,935,66948,97939,57558,43462,1477,2.79e+07,1.04e+07,6.77e+06
1728490324,1728490520,1728490523,1728490557,1728490558,1728490707,1728490709,1728490786,1728490788,1728490896,1728490897,1728490967,1728490968,1728491086,grendel45.ece.ncsu.edu,7.08,3.0,0.95,met5,0.3,0.2,-0.01,-0.01,8,3,2.57,0.11,90683.6256,0.9620,0,269620,873,68372,98000,58338,44420,1018,2.80e+07,1.05e+07,6.93e+06
1728491094,1728491280,1728491283,1728491320,1728491321,1728491474,1728491475,1728491552,1728491553,1728491626,1728491628,1728492261,1728492263,1728492530,grendel45.ece.ncsu.edu,7.59,3.0,0.95,met5,0.3,0.25,-0.09,-4.91,207,4,3.03,0.13,94088.2176,0.9982,28,309012,736,78473,110367,68724,49956,2221,2.79e+07,1.11e+07,7.23e+06
1728492538,1728492724,1728492727,1728492764,1728492766,1728492913,1728492915,1728492991,1728492992,1728493073,1728493074,1728493699,1728493700,1728494608,grendel45.ece.ncsu.edu,7.35,3.0,0.95,met5,0.3,0.3,-0.14,-36.57,816,7,2.99,0.13,95645.0592,1.0147,1966,312008,875,80021,110213,69580,50337,2393,2.80e+07,1.11e+07,7.28e+06
1728494616,1728494804,1728494807,1728494846,1728494847,1728494990,1728494990,1728495070,1728495071,1728495169,1728495171,1728495243,1728495245,1728495349,grendel45.ece.ncsu.edu,8.33,3.0,0.9,met5,0.3,0.15,-0.00,-0.00,1,0,2.68,0.12,89486.4240,0.9051,0,270929,1414,68882,101937,56703,42079,1299,2.76e+07,1.08e+07,6.77e+06
1728495357,1728495550,1728495553,1728495591,1728495592,1728495720,1728495721,1728495804,1728495805,1728495912,1728495913,1728495982,1728495983,1728496127,grendel45.ece.ncsu.edu,7.70,3.0,0.9,met5,0.3,0.2,-0.01,-0.03,12,2,2.61,0.12,91487.6208,0.9254,0,272116,1325,69324,100676,57912,43143,1166,2.77e+07,1.09e+07,7.02e+06
1728496134,1728496326,1728496329,1728496367,1728496368,1728496495,1728496496,1728496575,1728496577,1728496701,1728496702,1728496778,1728496779,1728496933,grendel45.ece.ncsu.edu,8.82,3.0,0.9,met5,0.3,0.25,-0.05,-0.39,21,4,2.93,0.12,96075.0288,0.9718,0,280651,935,70312,103789,60056,45258,1788,2.76e+07,1.10e+07,7.43e+06
1728496940,1728497132,1728497135,1728497172,1728497173,1728497315,1728497316,1728497395,1728497397,1728497475,1728497477,1728498246,1728498248,1728499095,grendel45.ece.ncsu.edu,7.88,3.0,0.9,met5,0.3,0.3,-0.11,-13.56,351,5,3.09,0.15,99884.0160,1.0103,1753,325598,913,82276,116767,72727,52215,2217,2.78e+07,1.17e+07,7.60e+06
1728499102,1728499286,1728499288,1728499325,1728499326,1728499492,1728499494,1728499585,1728499586,1728499675,1728499676,1728499741,1728499742,1728499849,grendel45.ece.ncsu.edu,7.18,3.0,0.85,met5,0.3,0.15,0.00,0.00,0,0,2.47,0.12,89679.8304,0.8544,0,277977,2070,70945,104422,58755,42345,878,2.79e+07,1.06e+07,6.80e+06
1728499856,1728500047,1728500050,1728500092,1728500093,1728500250,1728500251,1728500334,1728500336,1728500435,1728500437,1728500503,1728500504,1728500614,grendel45.ece.ncsu.edu,5.92,3.0,0.85,met5,0.3,0.2,-0.00,-0.00,4,0,2.48,0.12,91481.2272,0.8715,0,279551,1772,71761,104412,58261,43556,1222,2.85e+07,1.05e+07,7.01e+06
1728500621,1728500806,1728500809,1728500844,1728500845,1728500999,1728501000,1728501086,1728501087,1728501195,1728501197,1728501265,1728501266,1728501409,grendel45.ece.ncsu.edu,5.64,3.0,0.85,met5,0.3,0.25,-0.01,-0.02,6,0,2.41,0.12,96760.7424,0.9218,0,284446,1272,71791,106070,60427,44564,1793,2.84e+07,1.06e+07,7.48e+06
1728501416,1728501598,1728501601,1728501639,1728501640,1728501788,1728501790,1728501879,1728501881,1728501998,1728502000,1728502072,1728502074,1728502213,grendel45.ece.ncsu.edu,5.40,3.0,0.85,met5,0.3,0.3,-0.13,-4.19,114,2,2.70,0.12,102294.4032,0.9746,0,294606,861,74044,109329,62892,46757,2226,2.85e+07,1.08e+07,7.78e+06
1728502220,1728502408,1728502411,1728502448,1728502450,1728502595,1728502596,1728502673,1728502675,1728502768,1728502769,1728502833,1728502834,1728502960,grendel45.ece.ncsu.edu,6.03,3.0,0.8,met5,0.3,0.15,0.00,0.00,0,0,2.53,0.12,90453.4560,0.8107,0,288038,2837,74312,109510,58613,43744,483,2.80e+07,1.07e+07,6.89e+06
1728502968,1728503155,1728503158,1728503195,1728503196,1728503337,1728503339,1728503424,1728503425,1728503528,1728503530,1728503592,1728503593,1728503727,grendel45.ece.ncsu.edu,7.00,3.0,0.8,met5,0.3,0.2,-0.00,-0.00,1,0,2.43,0.12,91778.5296,0.8226,0,289486,2763,74453,109492,60132,43816,326,2.83e+07,1.08e+07,7.03e+06
1728503735,1728503933,1728503936,1728503977,1728503979,1728504141,1728504142,1728504225,1728504226,1728504346,1728504347,1728504413,1728504414,1728504554,grendel45.ece.ncsu.edu,7.23,3.0,0.8,met5,0.3,0.25,-0.00,-0.00,1,0,2.35,0.12,98282.4192,0.8809,0,290593,1858,74193,109647,60282,45478,656,2.90e+07,1.07e+07,7.57e+06
1728504561,1728504763,1728504767,1728504804,1728504805,1728504982,1728504983,1728505072,1728505073,1728505181,1728505182,1728505255,1728505256,1728505385,grendel45.ece.ncsu.edu,6.62,3.0,0.8,met5,0.3,0.3,-0.09,-0.79,30,0,2.21,0.11,104273.2224,0.9346,0,298147,1313,75290,112294,62252,47147,1403,2.90e+07,1.08e+07,7.92e+06
1728505392,1728505588,1728505591,1728505630,1728505632,1728505782,1728505783,1728505863,1728505864,1728505955,1728505956,1728506017,1728506017,1728506123,grendel45.ece.ncsu.edu,6.53,3.0,0.75,met5,0.3,0.15,0.00,0.00,0,0,2.69,0.12,89938.7712,0.7504,0,296118,2908,77362,115210,59133,42604,366,2.81e+07,1.09e+07,6.81e+06
1728506130,1728506322,1728506325,1728506368,1728506369,1728506500,1728506502,1728506584,1728506586,1728506692,1728506694,1728506760,1728506762,1728506857,grendel45.ece.ncsu.edu,4.34,3.0,0.75,met5,0.3,0.2,-0.00,-0.00,2,0,2.54,0.12,91684.2240,0.7650,0,296494,2813,76869,115774,58996,42951,582,2.83e+07,1.10e+07,7.00e+06
1728506864,1728507056,1728507059,1728507098,1728507100,1728507233,1728507234,1728507317,1728507319,1728507424,1728507425,1728507489,1728507490,1728507596,grendel45.ece.ncsu.edu,3.98,3.0,0.75,met5,0.3,0.25,-0.00,-0.00,3,0,2.56,0.12,97195.5072,0.8109,0,298226,2334,76051,115782,60816,44221,591,2.84e+07,1.10e+07,7.45e+06
1728507604,1728507793,1728507796,1728507833,1728507833,1728508008,1728508010,1728508094,1728508095,1728508205,1728508207,1728508280,1728508282,1728508499,grendel45.ece.ncsu.edu,5.20,3.0,0.75,met5,0.3,0.3,-0.00,-0.00,3,0,2.75,0.12,103859.2368,0.8665,0,295900,1682,75115,114517,60343,45059,760,2.84e+07,1.10e+07,7.81e+06
1728508506,1728508709,1728508712,1728508749,1728508750,1728508892,1728508894,1728508974,1728508976,1728509074,1728509075,1728509141,1728509142,1728509250,grendel45.ece.ncsu.edu,7.33,3.0,0.7,met5,0.3,0.15,0.01,0.00,0,0,2.58,0.12,89949.9600,0.7050,0,302366,2927,79978,119247,58958,42334,423,2.80e+07,1.09e+07,6.82e+06
1728509257,1728509458,1728509461,1728509500,1728509501,1728509656,1728509657,1728509738,1728509739,1728509829,1728509831,1728509894,1728509895,1728509991,grendel45.ece.ncsu.edu,7.90,3.0,0.7,met5,0.3,0.2,-0.00,-0.00,1,0,2.52,0.12,90634.0752,0.7104,0,302488,2906,79320,118654,59721,43221,212,2.79e+07,1.09e+07,6.89e+06
1728509998,1728510185,1728510188,1728510226,1728510228,1728510373,1728510374,1728510451,1728510452,1728510550,1728510552,1728510617,1728510618,1728510744,grendel45.ece.ncsu.edu,8.60,3.0,0.7,met5,0.3,0.25,-0.00,-0.00,1,1,2.50,0.12,95058.4464,0.7450,0,307431,3150,80223,119577,61694,44043,328,2.80e+07,1.09e+07,7.33e+06
1728510752,1728510945,1728510948,1728510990,1728510991,1728511125,1728511126,1728511204,1728511205,1728511306,1728511306,1728511369,1728511371,1728511477,grendel45.ece.ncsu.edu,7.52,3.0,0.7,met5,0.3,0.3,-0.00,-0.00,2,0,2.71,0.12,102825.0720,0.8059,0,308537,2266,78527,119964,63432,45620,321,2.90e+07,1.08e+07,7.79e+06
1728511485,1728511673,1728511676,1728511721,1728511722,1728511865,1728511867,1728511951,1728511952,1728512053,1728512054,1728512119,1728512120,1728512240,grendel45.ece.ncsu.edu,9.01,3.0,0.65,met5,0.3,0.15,0.00,0.00,0,0,2.18,0.11,91567.5408,0.6659,0,310753,3382,81013,123725,61438,42520,210,2.84e+07,1.08e+07,6.98e+06
1728512248,1728512448,1728512451,1728512494,1728512495,1728512645,1728512646,1728512730,1728512731,1728512835,1728512836,1728512898,1728512900,1728513008,grendel45.ece.ncsu.edu,7.34,3.0,0.65,met5,0.3,0.2,-0.00,-0.00,1,1,2.29,0.11,93456.8496,0.6797,0,311700,3223,81444,124439,61360,42680,142,2.83e+07,1.08e+07,7.17e+06
1728513015,1728513198,1728513201,1728513242,1728513244,1728513388,1728513389,1728513476,1728513477,1728513589,1728513590,1728513655,1728513657,1728513767,grendel45.ece.ncsu.edu,7.53,3.0,0.65,met5,0.3,0.25,-0.00,-0.00,1,0,2.15,0.13,98616.4848,0.7172,0,313560,2884,82285,124325,61916,43644,116,2.82e+07,1.09e+07,7.63e+06
1728513775,1728513963,1728513966,1728514003,1728514004,1728514143,1728514144,1728514230,1728514231,1728514330,1728514331,1728514396,1728514397,1728514521,grendel45.ece.ncsu.edu,6.80,3.0,0.65,met5,0.3,0.3,-0.00,-0.00,1,0,2.12,0.11,104335.5600,0.7588,0,317036,2924,82245,125306,62754,45282,166,2.84e+07,1.10e+07,7.94e+06
1728514528,1728514715,1728514718,1728514755,1728514756,1728514891,1728514892,1728514969,1728514970,1728515061,1728515063,1728515123,1728515124,1728515226,grendel45.ece.ncsu.edu,7.65,3.0,0.6,met5,0.3,0.15,0.00,0.00,0,2,1.49,0.12,90690.0192,0.6068,0,320604,3904,84439,130253,61878,41747,0,2.84e+07,1.13e+07,6.91e+06
1728515234,1728515414,1728515417,1728515456,1728515457,1728515598,1728515599,1728515679,1728515680,1728515768,1728515770,1728515829,1728515830,1728515935,grendel45.ece.ncsu.edu,6.58,3.0,0.6,met5,0.3,0.2,0.00,0.00,0,1,2.15,0.12,92168.5392,0.6167,0,320849,3726,84745,129214,61406,43357,19,2.82e+07,1.13e+07,7.06e+06
1728515942,1728516124,1728516127,1728516164,1728516165,1728516300,1728516301,1728516384,1728516385,1728516478,1728516480,1728516541,1728516543,1728516639,grendel45.ece.ncsu.edu,6.86,3.0,0.6,met5,0.3,0.25,-0.00,-0.00,1,1,2.48,0.12,97003.6992,0.6491,0,321244,3480,85012,130012,61127,43238,33,2.82e+07,1.13e+07,7.50e+06
1728516647,1728516826,1728516828,1728516871,1728516873,1728517020,1728517021,1728517107,1728517108,1728517213,1728517214,1728517278,1728517279,1728517396,grendel45.ece.ncsu.edu,5.28,3.0,0.6,met5,0.3,0.3,-0.00,-0.00,2,1,2.20,0.12,105499.1952,0.7059,0,325193,3095,84970,129796,62946,45896,230,2.82e+07,1.13e+07,8.07e+06
1728517403,1728517587,1728517590,1728517625,1728517626,1728517773,1728517774,1728517849,1728517850,1728517936,1728517937,1728517997,1728517998,1728518102,grendel45.ece.ncsu.edu,5.74,3.0,0.55,met5,0.3,0.15,0.00,0.00,0,2,2.58,0.14,89900.4096,0.5521,0,326152,4682,99818,117152,77146,28729,315,2.75e+07,1.16e+07,6.83e+06
1728518109,1728518311,1728518314,1728518357,1728518358,1728518503,1728518505,1728518588,1728518590,1728518684,1728518686,1728518759,1728518761,1728518861,grendel45.ece.ncsu.edu,6.02,3.0,0.55,met5,0.3,0.2,0.00,0.00,0,2,2.58,0.14,91064.0448,0.5592,0,324939,4395,99108,117380,76848,28657,260,2.82e+07,1.16e+07,6.96e+06
1728518869,1728519057,1728519061,1728519105,1728519107,1728519257,1728519258,1728519339,1728519341,1728519452,1728519454,1728519526,1728519527,1728519638,grendel45.ece.ncsu.edu,6.60,3.0,0.55,met5,0.3,0.25,-0.00,-0.00,4,3,2.44,0.14,96600.9024,0.5932,0,326288,4432,98631,116073,77581,30770,597,2.82e+07,1.17e+07,7.49e+06
1728519647,1728519840,1728519843,1728519880,1728519881,1728520027,1728520028,1728520117,1728520119,1728520228,1728520230,1728520295,1728520296,1728520408,grendel45.ece.ncsu.edu,6.14,3.0,0.55,met5,0.3,0.3,0.00,0.00,0,2,1.61,0.14,104047.8480,0.6389,0,327924,3790,98547,116831,78851,31225,503,2.85e+07,1.16e+07,7.85e+06
1728521075,1728521267,1728521269,1728521305,1728521307,1728521464,1728521465,1728521547,1728521549,1728521643,1728521644,1728521708,1728521709,1728521808,grendel45.ece.ncsu.edu,6.12,3.0,0.6,met5,0.3,0.15,0.00,0.00,0,1,2.60,0.12,90463.0464,0.6053,0,321029,3978,85081,130728,60922,41766,135,2.84e+07,1.13e+07,6.89e+06
1728521934,1728522130,1728522133,1728522170,1728522171,1728522309,1728522310,1728522394,1728522396,1728522490,1728522492,1728522560,1728522561,1728522651,grendel45.ece.ncsu.edu,5.94,3.0,0.6,met5,0.3,0.15,0.00,0.00,0,2,2.57,0.12,90565.3440,0.6060,0,320775,3795,84903,130294,60981,42198,202,2.83e+07,1.13e+07,6.90e+06
1728522659,1728522847,1728522850,1728522896,1728522897,1728523037,1728523038,1728523117,1728523118,1728523212,1728523213,1728523273,1728523274,1728523366,grendel45.ece.ncsu.edu,5.79,3.0,0.6,met5,0.3,0.15,0.00,0.00,0,2,2.27,0.12,90479.0304,0.6054,0,320756,3823,84867,130290,60986,42188,202,2.83e+07,1.13e+07,6.89e+06
1728523374,1728523563,1728523566,1728523610,1728523611,1728523757,1728523759,1728523836,1728523837,1728523933,1728523935,1728524000,1728524001,1728524095,grendel45.ece.ncsu.edu,3.84,3.0,0.6,met5,0.3,0.15,0.00,0.00,0,2,2.66,0.12,90640.4688,0.6065,0,320750,3816,84932,130284,60947,42167,202,2.83e+07,1.13e+07,6.90e+06
1728525049,1728525244,1728525247,1728525293,1728525295,1728525444,1728525445,1728525526,1728525527,1728525622,1728525624,1728525687,1728525688,1728525790,grendel45.ece.ncsu.edu,2.65,3.0,0.6,met5,0.3,0.15,0.00,0.00,0,1,2.28,0.12,90563.7456,0.6060,0,320615,3964,84461,130198,61850,41746,0,2.84e+07,1.13e+07,6.91e+06
