synth__sched__date__begin,synth__sched__date__end,init_design__sched__date__begin,init_design__sched__date__end,place_opt__sched__date__begin,place_opt__sched__date__end,clock_opt_cts__sched__date__begin,clock_opt_cts__sched__date__end,clock_opt_opto__sched__date__begin,clock_opt_opto__sched__date__end,route_auto__sched__date__begin,route_auto__sched__date__end,route_opt__sched__date__begin,route_opt__sched__date__end,route_opt__sched__host__id,route_opt__sched__loadavg__end,synth__timing__clk_per__set,init_design__area__util__set,init_design__area__max_layer__set,place_opt__timing__clk_trans__set,clk_opt_cts__timing__hold_uncert__set,route_opt__timing__whs__worst,route_opt__timing__tnhs__tot,route_opt__timing__nhve__tot,route_opt__timing__ntv__tot,route_opt__timing__critpath__max,route_opt__timing__clk_trans__max,route_opt__area__cell__tot,route_opt__area__util__avg,route_opt__drc__viol__tot,route_opt__area__wirelength__tot,route_opt__area__li1_wirelength__tot,route_opt__area__met1_wirelength__tot,route_opt__area__met2_wirelength__tot,route_opt__area__met3_wirelength__tot,route_opt__area__met4_wirelength__tot,route_opt__area__met5_wirelength__tot,route_opt__power__int__tot,route_opt__power__sw__tot,route_opt__power__leak__tot
1728392330,1728392520,1728392523,1728392562,1728392563,1728392708,1728392709,1728392791,1728392792,1728392891,1728392892,1728392950,1728392951,1728393052,grendel45.ece.ncsu.edu,4.01,3.0,0.45,met5,0.3,0.1,-0.00,-0.00,1,0,2.61,0.12,89796.5136,0.4503,0,342037,5669,97381,139758,67124,33515,305,2.77e+07,1.12e+07,6.82e+06
1728393060,1728393271,1728393274,1728393315,1728393317,1728393496,1728393498,1728393584,1728393586,1728393705,1728393707,1728393790,1728393792,1728393920,grendel45.ece.ncsu.edu,4.00,3.0,0.4,met5,0.3,0.1,0.00,0.00,0,0,2.24,0.11,90939.3696,0.4055,0,357984,5623,102566,140892,74746,35708,127,2.83e+07,1.14e+07,6.94e+06
1728393932,1728394141,1728394144,1728394187,1728394187,1728394436,1728394437,1728394559,1728394561,1728394655,1728394656,1728394718,1728394719,1728394821,grendel45.ece.ncsu.edu,4.70,3.0,0.35,met5,0.3,0.1,0.00,0.00,0,2,2.52,0.15,90523.7856,0.3528,0,378214,6360,119584,137447,81058,35448,72,2.82e+07,1.15e+07,6.89e+06
1728394831,1728395087,1728395091,1728395177,1728395179,1728395353,1728395354,1728395438,1728395439,1728395540,1728395541,1728395611,1728395613,1728395713,grendel45.ece.ncsu.edu,6.47,3.0,0.3,met5,0.3,0.1,0.00,0.00,0,0,2.73,0.10,89849.2608,0.3007,0,391167,7736,110959,158558,82560,31741,1435,2.79e+07,1.12e+07,6.82e+06
1728395721,1728395923,1728395927,1728395986,1728395990,1728396273,1728396280,1728396399,1728396401,1728396490,1728396492,1728396558,1728396559,1728396684,grendel45.ece.ncsu.edu,5.43,3.0,0.25,met5,0.3,0.1,0.00,0.00,0,0,2.59,0.13,90677.2320,0.2523,0,432373,7723,138231,157868,86307,44043,0,2.85e+07,1.15e+07,6.90e+06
1728396692,1728396935,1728396938,1728397018,1728397025,1728397496,1728397497,1728397630,1728397632,1728397887,1728397889,1728397971,1728397973,1728398195,grendel45.ece.ncsu.edu,6.97,2.0,0.95,met5,0.3,0.1,0.01,0.00,0,0,2.01,0.12,105267.4272,0.9599,0,312616,1251,77328,116229,64630,51957,2761,4.45e+07,1.77e+07,8.14e+06
1728398248,1728398703,1728398707,1728398773,1728398775,1728399135,1728399137,1728399301,1728399308,1728399692,1728399698,1728399787,1728399788,1728400005,grendel45.ece.ncsu.edu,9.09,2.0,0.9,met5,0.3,0.1,0.00,0.00,0,1,2.19,0.13,108873.4176,0.9379,0,316845,1708,78703,116726,65456,53601,2270,4.53e+07,1.72e+07,8.51e+06
1728400014,1728400245,1728400248,1728400311,1728400313,1728400669,1728400671,1728400851,1728400852,1728401119,1728401121,1728401192,1728401193,1728401415,grendel45.ece.ncsu.edu,9.58,2.0,0.85,met5,0.3,0.1,0.00,0.00,0,1,2.15,0.12,110818.6704,0.9008,0,326190,2141,80450,121708,68330,53742,1478,4.47e+07,1.76e+07,8.73e+06
1728401423,1728401927,1728401951,1728401999,1728402001,1728402349,1728402351,1728402457,1728402458,1728402737,1728402743,1728402905,1728402908,1728403188,grendel45.ece.ncsu.edu,8.46,2.0,0.8,met5,0.3,0.1,-0.00,-0.00,1,1,1.97,0.13,112495.3920,0.8631,0,333118,2567,81446,126695,68084,54927,1108,4.50e+07,1.74e+07,8.88e+06
1728403197,1728403434,1728403437,1728403501,1728403503,1728403926,1728403930,1728404145,1728404151,1728404419,1728404420,1728404492,1728404494,1728404702,grendel45.ece.ncsu.edu,8.49,2.0,0.75,met5,0.3,0.1,0.00,0.00,0,0,2.11,0.11,113807.6784,0.8150,0,342460,3095,85953,131905,70099,52550,562,4.81e+07,1.81e+07,9.11e+06
1728404709,1728405140,1728405159,1728405308,1728405315,1728405725,1728405727,1728405837,1728405838,1728406115,1728406122,1728406302,1728406308,1728406623,grendel45.ece.ncsu.edu,7.60,2.0,0.7,met5,0.3,0.1,0.00,0.00,0,0,2.30,0.12,115410.8736,0.7713,0,346354,3329,86124,134119,70131,53650,727,4.71e+07,1.83e+07,9.20e+06
1728406633,1728406881,1728406884,1728406932,1728406933,1728407395,1728407401,1728407615,1728407617,1728407818,1728407820,1728407890,1728407891,1728408091,grendel45.ece.ncsu.edu,8.83,2.0,0.65,met5,0.3,0.1,0.00,0.00,0,0,1.93,0.12,113774.1120,0.7078,0,353546,4031,86805,138466,71077,54490,443,4.51e+07,1.81e+07,9.01e+06
1728408100,1728408559,1728408581,1728408740,1728408747,1728409133,1728409134,1728409249,1728409251,1728409528,1728409534,1728409711,1728409717,1728410014,grendel45.ece.ncsu.edu,7.40,2.0,0.6,met5,0.3,0.1,0.00,0.00,0,0,1.85,0.13,112918.9680,0.6481,0,368227,5077,93025,145863,71837,53773,470,4.68e+07,1.79e+07,8.80e+06
1728410022,1728410266,1728410270,1728410328,1728410329,1728410827,1728410833,1728411023,1728411025,1728411240,1728411241,1728411307,1728411309,1728411517,grendel45.ece.ncsu.edu,7.71,2.0,0.55,met5,0.3,0.1,-0.00,-0.00,1,1,1.93,0.12,114637.2480,0.6010,0,370317,4911,98778,139552,84214,43626,1144,4.60e+07,1.85e+07,9.16e+06
1728411525,1728411841,1728411845,1728411909,1728411911,1728412329,1728412331,1728412443,1728412444,1728412656,1728412657,1728412725,1728412726,1728412935,grendel45.ece.ncsu.edu,5.84,2.0,0.5,met5,0.3,0.1,0.00,0.00,0,0,1.87,0.12,113048.4384,0.5406,0,378464,5197,108706,132235,93079,40189,1074,4.64e+07,1.80e+07,8.91e+06
1728412954,1728413240,1728413243,1728413302,1728413303,1728413620,1728413622,1728413727,1728413729,1728413938,1728413941,1728414037,1728414039,1728414246,grendel45.ece.ncsu.edu,6.97,2.0,0.45,met5,0.3,0.1,0.00,0.00,0,0,2.10,0.13,113713.3728,0.4872,0,384761,5129,105946,136722,92854,45652,432,4.61e+07,1.89e+07,9.13e+06
1728414271,1728414549,1728414552,1728414604,1728414605,1728415027,1728415029,1728415174,1728415175,1728415424,1728415426,1728415512,1728415514,1728415720,grendel45.ece.ncsu.edu,7.10,2.0,0.4,met5,0.3,0.1,0.00,0.00,0,1,1.94,0.13,114734.7504,0.4364,0,398485,6429,107183,147111,91157,47041,1592,4.51e+07,1.84e+07,9.09e+06
1728415728,1728415981,1728415985,1728416027,1728416028,1728416453,1728416455,1728416574,1728416575,1728416815,1728416816,1728416893,1728416894,1728417077,grendel45.ece.ncsu.edu,9.27,2.0,0.35,met5,0.3,0.1,-0.00,-0.00,1,0,2.27,0.12,116250.0336,0.3883,0,417753,6016,113279,161130,94470,40205,4785,4.56e+07,1.88e+07,9.16e+06
1728417084,1728417329,1728417335,1728417394,1728417395,1728417832,1728417833,1728417954,1728417956,1728418132,1728418134,1728418201,1728418202,1728418379,grendel45.ece.ncsu.edu,8.69,2.0,0.3,met5,0.3,0.1,0.00,0.00,0,0,1.90,0.13,116651.2320,0.3341,0,453269,5908,125268,154953,104570,63826,720,4.56e+07,1.85e+07,9.49e+06
1728418386,1728418607,1728418611,1728418656,1728418658,1728418976,1728418977,1728419079,1728419080,1728419243,1728419244,1728419308,1728419310,1728419492,grendel45.ece.ncsu.edu,6.36,2.0,0.25,met5,0.3,0.1,0.00,0.00,0,0,2.23,0.11,110411.0784,0.2636,0,451115,7748,124660,163096,105961,48026,3697,4.59e+07,1.86e+07,8.67e+06
1728419499,1728419744,1728419747,1728419785,1728419787,1728420098,1728420099,1728420202,1728420203,1728420432,1728420433,1728420504,1728420504,1728420713,grendel45.ece.ncsu.edu,6.08,1.0,0.95,met5,0.3,0.1,-0.01,-0.01,2,2,2.02,0.14,108521.7696,0.9727,0,306671,990,77275,114502,65837,47045,2559,8.51e+07,3.42e+07,8.16e+06
1728420720,1728420965,1728420968,1728421008,1728421009,1728421393,1728421394,1728421506,1728421507,1728421782,1728421784,1728421853,1728421854,1728422169,grendel45.ece.ncsu.edu,7.18,1.0,0.9,met5,0.3,0.1,0.00,0.00,0,1,1.99,0.13,113224.2624,0.9592,0,315229,1232,79576,118733,67059,48360,1863,8.75e+07,3.49e+07,8.67e+06
1728422176,1728422433,1728422435,1728422476,1728422477,1728422852,1728422854,1728422962,1728422963,1728423232,1728423234,1728423300,1728423301,1728423580,grendel45.ece.ncsu.edu,8.33,1.0,0.85,met5,0.3,0.1,-0.01,-0.01,1,0,1.91,0.12,116910.1728,0.9363,0,324124,1358,82120,122110,68460,50042,1734,9.05e+07,3.66e+07,9.01e+06
1728423588,1728423817,1728423820,1728423858,1728423860,1728424233,1728424235,1728424345,1728424347,1728424638,1728424640,1728424710,1728424711,1728424997,grendel45.ece.ncsu.edu,8.79,1.0,0.8,met5,0.3,0.1,-0.02,-0.02,1,0,1.74,0.12,119784.0960,0.9046,0,334665,1606,85357,128513,69066,50664,1123,9.02e+07,3.66e+07,9.24e+06
1728425005,1728425255,1728425258,1728425298,1728425299,1728425680,1728425682,1728425796,1728425797,1728426090,1728426092,1728426162,1728426164,1728426443,grendel45.ece.ncsu.edu,8.23,1.0,0.75,met5,0.3,0.1,0.00,0.00,0,1,1.89,0.12,120615.2640,0.8507,0,338100,1951,84996,129936,70074,51497,1324,9.29e+07,3.61e+07,9.28e+06
1728426450,1728426695,1728426698,1728426739,1728426740,1728427112,1728427114,1728427226,1728427228,1728427515,1728427517,1728427587,1728427589,1728427875,grendel45.ece.ncsu.edu,7.60,1.0,0.7,met5,0.3,0.1,0.01,0.00,0,1,1.80,0.13,119469.2112,0.7858,0,346577,2649,89172,135060,69763,50329,1325,9.34e+07,3.60e+07,9.11e+06
1728427883,1728428120,1728428123,1728428173,1728428174,1728428543,1728428545,1728428649,1728428651,1728428942,1728428943,1728429009,1728429011,1728429294,grendel45.ece.ncsu.edu,6.50,1.0,0.65,met5,0.3,0.1,0.00,0.00,0,1,1.87,0.13,120501.7776,0.7391,0,354050,2997,90114,140569,71629,50080,439,9.30e+07,3.52e+07,9.24e+06
1728429302,1728429533,1728429536,1728429574,1728429575,1728429943,1728429944,1728430066,1728430068,1728430367,1728430369,1728430434,1728430435,1728430695,grendel45.ece.ncsu.edu,6.19,1.0,0.6,met5,0.3,0.1,0.00,0.00,0,0,1.79,0.12,118960.9200,0.6728,0,364332,3725,94772,145572,72450,48992,593,9.22e+07,3.59e+07,9.08e+06
1728430703,1728430951,1728430954,1728430991,1728430992,1728431376,1728431378,1728431492,1728431493,1728431781,1728431782,1728431845,1728431847,1728432112,grendel45.ece.ncsu.edu,6.81,1.0,0.55,met5,0.3,0.1,0.00,0.00,0,0,2.15,0.12,120906.1728,0.6249,0,374632,3647,99021,147843,76357,48687,916,9.66e+07,3.71e+07,9.29e+06
1728432120,1728432364,1728432367,1728432407,1728432408,1728432781,1728432782,1728432890,1728432892,1728433162,1728433164,1728433229,1728433230,1728433510,grendel45.ece.ncsu.edu,6.93,1.0,0.5,met5,0.3,0.1,0.00,0.00,0,0,2.01,0.12,120073.4064,0.5659,0,377984,4358,100661,149872,78611,44855,1536,8.99e+07,3.55e+07,9.16e+06
1728433518,1728433759,1728433761,1728433803,1728433804,1728434161,1728434162,1728434271,1728434272,1728434530,1728434531,1728434595,1728434596,1728434864,grendel45.ece.ncsu.edu,6.26,1.0,0.45,met5,0.3,0.1,-0.00,-0.00,1,0,2.19,0.12,120733.5456,0.5102,0,388548,4519,102757,151214,84157,45683,2174,9.09e+07,3.60e+07,9.22e+06
1728434872,1728435109,1728435112,1728435149,1728435150,1728435528,1728435529,1728435637,1728435639,1728435913,1728435914,1728435975,1728435977,1728436243,grendel45.ece.ncsu.edu,5.96,1.0,0.4,met5,0.3,0.1,0.00,0.00,0,0,1.94,0.12,120618.4608,0.4529,0,405264,4750,107661,160188,87887,44447,2247,9.39e+07,3.82e+07,9.18e+06
1728436250,1728436493,1728436496,1728436542,1728436543,1728436921,1728436923,1728437037,1728437039,1728437327,1728437328,1728437396,1728437398,1728437682,grendel45.ece.ncsu.edu,5.35,1.0,0.35,met5,0.3,0.1,0.00,0.00,0,0,2.18,0.11,120986.0928,0.3989,0,409317,4936,109238,163028,90502,40801,2763,9.49e+07,3.66e+07,9.20e+06
1728437690,1728437935,1728437939,1728437978,1728437979,1728438377,1728438379,1728438491,1728438493,1728438780,1728438781,1728438845,1728438846,1728439128,grendel45.ece.ncsu.edu,4.29,1.0,0.3,met5,0.3,0.1,0.00,0.00,0,0,1.85,0.11,122009.0688,0.3433,0,447049,5017,129813,159808,100212,53996,162,9.44e+07,3.59e+07,9.25e+06
1728439137,1728439389,1728439392,1728439440,1728439441,1728439859,1728439860,1728439977,1728439978,1728440278,1728440279,1728440342,1728440343,1728440617,grendel45.ece.ncsu.edu,5.02,1.0,0.25,met5,0.3,0.1,0.00,0.00,0,0,1.80,0.11,122755.5216,0.2881,0,456422,5612,120222,180442,104672,43176,4346,9.52e+07,3.89e+07,9.41e+06
1728464313,1728464467,1728464471,1728464509,1728464510,1728464609,1728464610,1728464684,1728464686,1728464776,1728464777,1728464843,1728464844,1728464943,grendel45.ece.ncsu.edu,1.13,30.0,0.95,met5,0.3,0.1,-0.07,-1.32,31,6,12.00,0.12,88135.7760,0.9756,0,234122,750,65269,83897,56263,28364,990,2.72e+06,1.03e+06,6.49e+06
1728464951,1728465124,1728465128,1728465166,1728465167,1728465263,1728465265,1728465342,1728465344,1728465433,1728465434,1728465501,1728465502,1728465575,grendel45.ece.ncsu.edu,1.66,30.0,0.9,met5,0.3,0.1,0.00,0.00,0,1,12.04,0.12,87584.3280,0.9135,0,239489,1181,65767,88815,53925,30519,649,2.76e+06,1.04e+06,6.44e+06
1728465583,1728465733,1728465737,1728465781,1728465782,1728465893,1728465894,1728465972,1728465973,1728466061,1728466062,1728466125,1728466125,1728466195,grendel45.ece.ncsu.edu,1.83,30.0,0.85,met5,0.3,0.1,0.00,0.00,0,2,12.51,0.12,87333.3792,0.8662,0,243991,1807,67294,92088,54301,29733,190,2.76e+06,1.03e+06,6.42e+06
1728466203,1728466355,1728466358,1728466399,1728466400,1728466501,1728466503,1728466576,1728466577,1728466665,1728466666,1728466727,1728466728,1728466797,grendel45.ece.ncsu.edu,1.77,30.0,0.8,met5,0.3,0.1,-0.00,-0.00,1,1,12.08,0.14,87195.9168,0.8138,0,250619,1937,71705,93400,58457,26435,105,2.74e+06,1.06e+06,6.41e+06
1728466805,1728466952,1728466955,1728466996,1728466997,1728467121,1728467123,1728467197,1728467199,1728467277,1728467279,1728467342,1728467344,1728467415,grendel45.ece.ncsu.edu,1.93,30.0,0.75,met5,0.3,0.1,0.00,0.00,0,1,12.41,0.12,88014.2976,0.7711,0,257834,2393,74809,96628,58603,26723,163,2.77e+06,1.05e+06,6.47e+06
1728467422,1728467575,1728467578,1728467621,1728467623,1728467721,1728467722,1728467798,1728467799,1728467886,1728467887,1728467949,1728467950,1728468026,grendel45.ece.ncsu.edu,1.87,30.0,0.7,met5,0.3,0.1,0.00,0.00,0,1,11.92,0.13,87600.3120,0.7140,0,263073,2267,74809,104292,55252,27748,155,2.77e+06,1.07e+06,6.44e+06
1728468034,1728468182,1728468186,1728468227,1728468228,1728468326,1728468327,1728468403,1728468405,1728468489,1728468491,1728468554,1728468556,1728468625,grendel45.ece.ncsu.edu,2.04,30.0,0.65,met5,0.3,0.1,0.00,0.00,0,0,12.50,0.13,87643.4688,0.6628,0,269478,2805,80620,104986,58354,24170,0,2.76e+06,1.08e+06,6.45e+06
1728468632,1728468783,1728468787,1728468827,1728468828,1728468928,1728468929,1728469004,1728469006,1728469091,1728469092,1728469152,1728469153,1728469221,grendel45.ece.ncsu.edu,1.93,30.0,0.6,met5,0.3,0.1,0.00,0.00,0,0,12.13,0.12,87560.3520,0.6136,0,280437,3567,82232,114570,55742,25803,1,2.77e+06,1.08e+06,6.45e+06
1728469229,1728469385,1728469388,1728469426,1728469427,1728469537,1728469538,1728469611,1728469612,1728469692,1728469694,1728469754,1728469755,1728469829,grendel45.ece.ncsu.edu,1.95,30.0,0.55,met5,0.3,0.1,0.00,0.00,0,0,11.88,0.11,87363.7488,0.5567,0,290446,4410,89984,115231,60407,21972,0,2.76e+06,1.08e+06,6.43e+06
1728469836,1728469985,1728469988,1728470027,1728470028,1728470125,1728470127,1728470200,1728470202,1728470283,1728470285,1728470347,1728470349,1728470424,grendel45.ece.ncsu.edu,1.95,30.0,0.5,met5,0.3,0.1,0.00,0.00,0,1,11.79,0.11,88070.2416,0.5137,0,303838,5073,93235,120560,62267,24254,44,2.77e+06,1.07e+06,6.48e+06
1728470432,1728470586,1728470589,1728470636,1728470638,1728470740,1728470741,1728470817,1728470818,1728470905,1728470906,1728470965,1728470966,1728471033,grendel45.ece.ncsu.edu,2.12,30.0,0.45,met5,0.3,0.1,0.00,0.00,0,0,12.20,0.12,87688.2240,0.4592,0,316071,5769,99189,125618,66146,20986,0,2.79e+06,1.08e+06,6.45e+06
1728471040,1728471195,1728471199,1728471243,1728471245,1728471356,1728471357,1728471433,1728471434,1728471517,1728471519,1728471575,1728471576,1728471647,grendel45.ece.ncsu.edu,2.14,30.0,0.4,met5,0.3,0.1,0.00,0.00,0,1,12.31,0.12,87693.0192,0.4077,0,331128,6712,104526,132979,67780,20778,0,2.78e+06,1.10e+06,6.45e+06
1728471656,1728471806,1728471809,1728471845,1728471846,1728471945,1728471946,1728472022,1728472023,1728472107,1728472108,1728472169,1728472170,1728472235,grendel45.ece.ncsu.edu,2.20,30.0,0.35,met5,0.3,0.1,0.00,0.00,0,2,12.34,0.14,87664.2480,0.3556,0,345673,7042,111979,138017,67768,22555,0,2.78e+06,1.09e+06,6.45e+06
1728472243,1728472399,1728472402,1728472440,1728472441,1728472555,1728472556,1728472625,1728472626,1728472709,1728472710,1728472770,1728472771,1728472840,grendel45.ece.ncsu.edu,2.18,30.0,0.3,met5,0.3,0.1,0.00,0.00,0,1,12.38,0.14,87705.8064,0.3051,0,357056,7420,114369,144168,69230,23432,127,2.77e+06,1.10e+06,6.45e+06
1728472847,1728473004,1728473007,1728473053,1728473054,1728473162,1728473164,1728473235,1728473236,1728473323,1728473324,1728473379,1728473380,1728473447,grendel45.ece.ncsu.edu,2.13,30.0,0.25,met5,0.3,0.1,0.00,0.00,0,4,12.64,0.13,88121.3904,0.2559,0,394107,10062,124589,164990,68248,27938,0,2.79e+06,1.15e+06,6.49e+06
1728473455,1728473611,1728473614,1728473660,1728473661,1728473770,1728473772,1728473849,1728473850,1728473942,1728473943,1728474001,1728474002,1728474071,grendel45.ece.ncsu.edu,2.03,30.0,0.2,met5,0.3,0.1,0.00,0.00,0,2,13.18,0.13,87646.6656,0.2033,0,414026,8651,124985,165938,78670,37497,0,2.78e+06,1.14e+06,6.45e+06
1728474078,1728474229,1728474232,1728474270,1728474271,1728474372,1728474374,1728474448,1728474449,1728474539,1728474540,1728474602,1728474604,1728474676,grendel45.ece.ncsu.edu,2.14,30.0,0.15,met5,0.3,0.1,-0.00,-0.00,1,1,11.97,0.13,88065.4464,0.1535,0,431849,7648,142409,159119,93104,31209,120,2.82e+06,1.13e+06,6.48e+06
1728474685,1728474838,1728474841,1728474881,1728474882,1728474990,1728474991,1728475071,1728475073,1728475165,1728475166,1728475228,1728475229,1728475297,grendel45.ece.ncsu.edu,2.35,30.0,0.1,met5,0.3,0.1,0.00,0.00,0,3,11.92,0.12,88063.8480,0.1020,0,466501,11988,143530,191308,83436,37096,941,2.80e+06,1.15e+06,6.47e+06
1728475304,1728475457,1728475460,1728475495,1728475496,1728475595,1728475597,1728475669,1728475670,1728475751,1728475753,1728475817,1728475818,1728475882,grendel45.ece.ncsu.edu,3.03,25.0,0.95,met5,0.3,0.1,0.00,0.00,0,9,11.92,0.13,87357.3552,0.9670,0,235086,828,62854,85252,54291,31839,1394,3.29e+06,1.26e+06,6.43e+06
1728475889,1728476033,1728476036,1728476079,1728476080,1728476178,1728476180,1728476247,1728476248,1728476327,1728476328,1728476392,1728476393,1728476461,grendel45.ece.ncsu.edu,3.39,25.0,0.9,met5,0.3,0.1,0.00,0.00,0,0,12.02,0.11,87881.6304,0.9166,0,239358,1093,64863,88691,54046,31252,754,3.31e+06,1.23e+06,6.47e+06
1728476469,1728476622,1728476625,1728476667,1728476668,1728476768,1728476770,1728476840,1728476842,1728476931,1728476933,1728476994,1728476996,1728477069,grendel45.ece.ncsu.edu,3.87,25.0,0.85,met5,0.3,0.1,0.00,0.00,0,1,11.82,0.12,87597.1152,0.8688,0,245489,1739,67651,91816,54697,30708,253,3.31e+06,1.25e+06,6.45e+06
1728477077,1728477228,1728477230,1728477267,1728477268,1728477361,1728477363,1728477437,1728477439,1728477522,1728477523,1728477583,1728477584,1728477652,grendel45.ece.ncsu.edu,3.74,25.0,0.8,met5,0.3,0.1,0.00,0.00,0,0,11.91,0.12,88194.9168,0.8231,0,252285,2017,70574,95271,54892,30541,422,3.31e+06,1.26e+06,6.49e+06
1728477659,1728477810,1728477812,1728477857,1728477858,1728477968,1728477969,1728478043,1728478045,1728478125,1728478127,1728478187,1728478188,1728478258,grendel45.ece.ncsu.edu,3.96,25.0,0.75,met5,0.3,0.1,0.00,0.00,0,0,12.22,0.12,87483.6288,0.7676,0,256764,2016,72461,98823,55146,29609,148,3.32e+06,1.25e+06,6.43e+06
1728478266,1728478415,1728478418,1728478456,1728478458,1728478555,1728478556,1728478638,1728478639,1728478721,1728478722,1728478785,1728478787,1728478862,grendel45.ece.ncsu.edu,4.45,25.0,0.7,met5,0.3,0.1,0.00,0.00,0,0,12.36,0.11,88108.6032,0.7182,0,262973,2360,74979,101994,55630,29458,21,3.36e+06,1.26e+06,6.50e+06
1728478870,1728479025,1728479028,1728479064,1728479066,1728479162,1728479164,1728479239,1728479241,1728479324,1728479325,1728479383,1728479384,1728479450,grendel45.ece.ncsu.edu,5.48,25.0,0.65,met5,0.3,0.1,0.00,0.00,0,0,12.35,0.11,87656.2560,0.6629,0,271738,2782,78734,109191,55188,27275,1,3.32e+06,1.27e+06,6.45e+06
1728479456,1728479604,1728479607,1728479647,1728479648,1728479741,1728479742,1728479814,1728479816,1728479900,1728479901,1728479959,1728479960,1728480026,grendel45.ece.ncsu.edu,5.04,25.0,0.6,met5,0.3,0.1,0.00,0.00,0,0,12.02,0.11,87828.8832,0.6155,0,280323,3597,82791,113966,56069,25363,14,3.33e+06,1.29e+06,6.46e+06
1728480034,1728480184,1728480187,1728480226,1728480227,1728480321,1728480322,1728480393,1728480394,1728480474,1728480476,1728480533,1728480535,1728480606,grendel45.ece.ncsu.edu,5.56,25.0,0.55,met5,0.3,0.1,0.01,0.00,0,1,12.49,0.12,87234.2784,0.5606,0,287963,4448,88591,114342,60113,21972,41,3.28e+06,1.31e+06,6.41e+06
1728480613,1728480763,1728480766,1728480807,1728480809,1728480906,1728480907,1728480977,1728480978,1728481064,1728481065,1728481122,1728481123,1728481193,grendel45.ece.ncsu.edu,5.37,25.0,0.5,met5,0.3,0.1,0.00,0.00,0,0,12.53,0.11,87723.3888,0.5117,0,298917,5388,94172,118405,60193,22353,0,3.34e+06,1.26e+06,6.45e+06
1728481201,1728481347,1728481350,1728481384,1728481386,1728481483,1728481484,1728481552,1728481553,1728481636,1728481637,1728481694,1728481695,1728481763,grendel45.ece.ncsu.edu,4.99,25.0,0.45,met5,0.3,0.1,0.00,0.00,0,0,11.93,0.12,87357.3552,0.4575,0,310170,5622,94932,128055,61062,22103,0,3.32e+06,1.31e+06,6.42e+06
1728481770,1728481920,1728481923,1728481959,1728481961,1728482060,1728482061,1728482136,1728482137,1728482224,1728482225,1728482284,1728482285,1728482354,grendel45.ece.ncsu.edu,5.33,25.0,0.4,met5,0.3,0.1,0.00,0.00,0,0,11.94,0.12,87450.0624,0.4066,0,325545,5966,103741,129868,66276,21367,0,3.33e+06,1.28e+06,6.43e+06
1728482362,1728482512,1728482515,1728482554,1728482556,1728482656,1728482657,1728482725,1728482727,1728482813,1728482814,1728482873,1728482874,1728482944,grendel45.ece.ncsu.edu,3.97,25.0,0.35,met5,0.3,0.1,0.00,0.00,0,1,12.14,0.11,87582.7296,0.3557,0,341014,6653,105308,140140,66441,24107,0,3.33e+06,1.30e+06,6.44e+06
1728482952,1728483109,1728483113,1728483151,1728483152,1728483255,1728483257,1728483331,1728483332,1728483412,1728483413,1728483469,1728483471,1728483539,grendel45.ece.ncsu.edu,3.54,25.0,0.3,met5,0.3,0.1,0.00,0.00,0,1,12.97,0.12,87640.2720,0.3049,0,370033,6859,115528,155068,65871,28365,6,3.32e+06,1.35e+06,6.45e+06
1728483547,1728483701,1728483704,1728483742,1728483743,1728483853,1728483854,1728483926,1728483927,1728484013,1728484015,1728484074,1728484075,1728484137,grendel45.ece.ncsu.edu,4.88,25.0,0.25,met5,0.3,0.1,0.00,0.00,0,0,12.58,0.12,87774.5376,0.2549,0,381266,7482,115294,156693,75041,28452,0,3.35e+06,1.37e+06,6.46e+06
1728484145,1728484290,1728484293,1728484331,1728484332,1728484444,1728484446,1728484521,1728484522,1728484609,1728484611,1728484664,1728484665,1728484733,grendel45.ece.ncsu.edu,4.62,25.0,0.2,met5,0.3,0.1,0.01,0.00,0,0,12.14,0.12,87747.3648,0.2036,0,419818,9255,133017,169150,75497,34554,83,3.36e+06,1.35e+06,6.46e+06
1728484740,1728484938,1728484947,1728485002,1728485004,1728485119,1728485121,1728485194,1728485196,1728485288,1728485289,1728485347,1728485349,1728485416,grendel45.ece.ncsu.edu,5.16,25.0,0.15,met5,0.3,0.1,0.00,0.00,0,0,12.98,0.11,87846.4656,0.1532,0,451161,9504,142524,181682,82258,36909,1,3.37e+06,1.36e+06,6.46e+06
1728485423,1728485573,1728485576,1728485613,1728485615,1728485723,1728485724,1728485804,1728485805,1728485893,1728485894,1728485954,1728485955,1728486023,grendel45.ece.ncsu.edu,4.59,25.0,0.1,met5,0.3,0.1,0.00,0.00,0,1,13.57,0.12,88121.3904,0.1021,0,442340,8211,137564,169692,93959,33304,1399,3.36e+06,1.39e+06,6.47e+06
1728486030,1728486180,1728486183,1728486227,1728486229,1728486325,1728486327,1728486401,1728486402,1728486489,1728486490,1728486557,1728486559,1728486633,grendel45.ece.ncsu.edu,4.36,20.0,0.95,met5,0.3,0.1,0.00,0.00,0,10,12.05,0.14,87771.3408,0.9715,0,234261,703,62711,86092,54306,31326,505,4.10e+06,1.56e+06,6.46e+06
1728486640,1728486788,1728486791,1728486829,1728486831,1728486927,1728486928,1728487003,1728487004,1728487091,1728487093,1728487154,1728487155,1728487227,grendel45.ece.ncsu.edu,3.88,20.0,0.9,met5,0.3,0.1,0.00,0.00,0,3,11.98,0.13,87824.0880,0.9160,0,239086,1171,65015,88673,54842,30340,420,4.14e+06,1.57e+06,6.46e+06
