(c) 2021 L. Francisco, W. R. Davis, and P. D. Franzon, NC State University
Sample#,Tclk,MaxTran,Uncertainty,Fanout,Area,Cpath
103,6535.0717859999995,172.94620690000002,64.14067797,5,24097.12619,4209.675357
104,4783.566964,216.23227590000002,59.38644068,48,24598.06224,3536.6919639999996
105,3146.292857,42.12468966,15.74745763,29,34396.37675,2884.9071427
106,8267.535893,95.99227586,19.44745763,16,24563.706309999998,4907.318036000001
107,5621.243036,382.64496549999996,67.23389831,35,23978.730340000002,3873.175179
108,1851.704107,363.4068966,72.98135593,15,35397.45617,3038.932678
109,9333.666607,325.89241380000004,88.93220339,24,22999.32173,5344.854106999999
110,7049.099821,488.45682760000005,64.89322034,13,23771.141180000002,4367.826606999999
111,3127.255536,424.96937930000007,22.48983051,30,28406.94696,2928.0948217
112,9124.249286,100.8022069,6.552542373,33,23054.291230000003,5074.331429
113,1280.560714,137.3550345,38.36101695,28,35610.859469999996,2970.271428
114,6858.716429000001,140.24,33.79830508,6,24197.28699,4295.514643
115,2289.579464,35.39144828,10.95932203,33,43493.3016,2933.6116069
116,3089.1775,417.27448280000004,59.10677966,43,29738.900410000002,2996.21321429
117,1756.514107,332.6256552,40.80169492,13,35061.82508,2977.9426780000003
118,1927.8567859999998,318.1958621,92.23559322,37,33431.10706,3112.438929
119,5335.673036,315.3108966,60.66949153,14,24437.778580000002,3766.205179
120,9600.199286,227.7754483,78.07457627,14,23126.57085,5331.6117859999995
121,6763.5264290000005,403.80800000000005,62.11186441,36,23505.1469,4284.433572
122,4136.270893,286.4529655,95.94237288,42,24501.33705,3263.1191073
123,5012.025,301.84441380000004,87.93220339,45,24233.09646,3677.308929
124,5526.053036,139.2783448,12.59830508,36,24369.46311,3785.7208930000006
125,4745.492321,498.0766897,41.82033898,10,24855.86397,3503.1976779999995
126,2556.112143,471.14206900000005,90.60169492,27,32406.50715,3067.3139287
127,4364.728929,192.18427590000002,30.055932199999997,16,24833.2683,3314.503929
128,9200.401964,231.6237241,38.39661017,19,23307.07168,5186.957321000001
129,2689.3801789999998,149.85986210000002,37.9779661,20,31519.33105,2924.5730360999996
130,2727.4548210000003,437.4742069,109.3745763,35,30872.25007,3074.4083924
131,7277.554464,480.76193099999995,83.84576271,48,23208.760830000003,4469.999107
132,4593.186964,75.79089655,11.81694915,12,26525.56264,3388.553035000001
133,8572.143214,47.89627586,3.501694915,31,23754.75604,4857.914643
134,6420.841071,151.7831724,53.81864407,18,24040.57104,4134.055356999999
135,3926.853571,230.662069,88.7779661,20,25263.5104,3166.8874996000004
136,5145.289643,271.06151719999997,63.26610169,32,24396.15503,3664.7825000000003
137,2993.9875,67.13434483,22.63559322,25,31844.12672,2922.8732142900003
138,7943.887857,197.9558621,2.076271186,37,23409.346680000002,4594.425357
139,1413.82875,264.3282759,43.47118644,29,36116.28815,3007.487679
140,2327.654107,155.6314483,41.84745763,18,32855.24855,2976.4701784
141,8610.22125,247.9751724,38.53898305,32,23175.72627,4929.344464000001
142,7410.8225,114.26868970000001,40.93559322,37,24233.49285,4438.815357
143,3412.825536,390.3398621,28.58305085,26,27735.948989999997,3004.2916074
144,5735.470357,147.9365517,25.97457627,31,24389.68026,3865.1917860000003
145,1052.1026789999999,25.77158621,1.172881356,31,51156.526710000006,2891.302679
146,8001.003214,79.63917241,9.693220339,10,24007.00794,4742.6728570000005
147,4992.984286,290.3012414,91.12372881,24,24522.082769999997,3667.2932149999997
148,5316.632321,221.04220690000002,33.4,44,24035.15336,3713.269821
149,5430.863036,262.4049655,18.28135593,9,24668.49195,3733.3148219999994
150,1166.333393,327.8157241,53.78474576,22,35339.05109,3014.185179
151,1147.296071,246.0518621,85.83050847,12,35782.903439999995,3050.7907139999998
152,1889.77875,235.47034480000002,49.9,45,33567.60589,2970.6412499999997
153,7734.470536,49.81958621,6.128813559,24,23810.65052,4502.740179
154,2765.529464,240.28027590000002,7.971186441,50,30637.70471,2880.5473211000003
155,9543.087320999999,287.4146207,32.16779661,39,22565.37974,5232.292677999999
156,2156.311429,21.92331034,7.188135592999999,5,51602.22895,2897.311429
157,1394.788036,432.66593099999994,114.50508470000001,13,36230.852080000004,3109.3005359999997
158,4022.043571,130.6217931,43.3220339,22,25163.48176,3173.3542853
159,9276.554643000001,165.2513103,27.89152542,25,23386.22248,5185.074286000001
160,1585.171429,412.4645517,130.6033898,15,35421.10895,3144.189286
161,6344.688393,274.90979310000006,99.15932203,29,23613.89668,4187.950893
162,8534.068571,310.5009655,25.20508475,7,24043.081680000003,4864.965
163,4288.57625,228.7371034,13.68474576,45,24493.80517,3228.885179
164,5126.252321,354.7486897,109.0016949,39,24316.73995,3746.8862499999996
165,2137.274107,183.5277241,31.18983051,38,33503.38668,2933.8151784
166,6401.80375,431.70262069999995,150.4559322,8,24229.00019,4271.530536
167,8800.60125,373.98841380000005,18.55423729,19,23160.53038,5006.029821
168,8591.183929,161.4030345,36.04406779999999,7,24530.14323,4918.0089290000005
169,3485.714286,127.58620690000001,28.81355932,36,28354.884439999998,2928.2000003
170,5088.177679,337.4355862,30.15762712,43,24165.17739,3642.2437500000005
171,4612.224286,355.712,55.80677966,44,24695.05172,3448.1349999999998
172,3603.205536,175.8311724,28.86610169,23,26007.31654,2960.9376789
173,8476.953214,394.18813789999996,10.58474576,26,23065.52298,4807.035356999999
174,3184.3675,459.5988966,77.50677966,28,29109.658110000004,3026.2603571
175,3793.585536,73.86758621,6.184745763,4,28654.70614,3018.2158931000004
176,7087.174464,302.806069,14.744067800000002,17,23580.86211,4332.649464
177,709.4173214,115.23034479999998,29.63728814,12,36009.12412,2939.2369644
178,2175.352143,160.4413793,52.5779661,5,33398.46892,2967.2789287
179,9980.962679,159.4797241,40.6,43,22578.46143,5385.54125
180,633.2680357,251.8234483,89.70677966,32,35963.00774,3089.2555357
181,1566.1307140000001,164.28799999999998,24.42542373,30,35324.78017,2957.9825
182,9048.096607,44.048,8.698305085,26,23819.90019,5054.126963999999
183,8553.105893,485.57186210000003,1.583050847,36,22997.33965,4845.120179
184,6725.451786,91.18234483,21.10169492,12,24952.98554,4264.307143
185,1128.255357,65.21103448,7.249152542000001,10,38765.924060000005,2905.705357
186,6382.766429,129.6601379,49.00338983,6,25263.90686,4125.227143
187,1299.5980359999999,296.0728276,86.71186441,46,35006.062710000006,3063.951607
188,2632.264821,455.7522759,98.01694915,16,31547.60862,3054.4719639
189,1185.3707140000001,215.2706207,49.03220339,34,35579.806939999995,2997.699285
190,9657.314643000002,184.4893793,26.6,41,22664.351290000002,5271.470000000001
191,9314.629286,481.7235862,84.40677966,35,22775.47955,5297.520356999999
192,5449.900357,359.5586207,76.8779661,8,24621.71502,3815.9003570000004
193,1090.180714,224.89048280000003,38.53559322,42,35634.90865,2963.071785
194,6801.604464,173.90786210000002,67.16271186,49,23770.2162,4343.208035
195,9485.971964,243.1668966,92.87627119,34,22842.87005,5306.107678
196,5183.367679,80.60082759,6.586440678,8,26397.12435,3666.3533930000003
197,1965.931429,329.7390345,87.31525424,42,33542.1032,3064.233215
198,7448.897143000001,474.0286897,188.1169492,5,23473.433719999997,4692.098929000002
199,8952.906606999999,476.9136552,26.42711864,17,23078.076109999998,5046.472677999999
200,5278.557679,282.6046897,24.74745763,8,24854.278319999998,3688.2237499999997
201,9752.504643,95.03062069,2.179661017,30,22944.88078,5299.922500000001
202,3393.788214,226.8137931,20.53559322,29,27480.790039999996,2971.038214
203,2403.806786,353.7870345,86.27288136,45,32684.6581,3067.144286
204,595.19,106.57379309999999,11.51186441,43,37425.77804,2975.516786
205,3812.62625,467.29379309999996,21.70338983,25,25214.61925,3071.4566071
206,5982.965714,171.0212414,45.80508475,45,23935.256869999997,4005.0996429999996
207,3660.320893,323.0057931,93.38135593,24,26113.15927,3057.5119644
208,4269.538929,293.18620689999995,99.65084746,45,24679.987930000003,3317.4353576000003
209,1261.523393,82.5257931,9.347457627,27,36542.434030000004,2929.248393
210,8305.610536,409.5795862,154.0186441,33,23181.14394,4915.5694650000005
211,9143.286607,500.0,158.1474576,17,23074.640519999997,5350.241964
212,994.9907142999999,208.5373793,30.30169492,42,36723.85984,2949.2085713
213,8115.230536,141.2016552,18.09152542,6,23332.57436,4685.119822000001
214,4631.261607,27.69489655,4.537288136,35,27893.19353,3430.2919640000005
215,3469.940893,269.13820689999994,73.93389831,35,27623.102939999997,3023.3391073
216,3222.4455359999997,278.758069,111.41186440000001,13,29314.868789999997,3101.6258930999998
217,7486.975179000001,372.0634483,99.24576271,24,23395.6043,4559.787679000001
218,8248.498571,89.25903448,0.562711864,39,23330.988709999998,4900.834285000001
219,1109.218036,297.03448280000003,103.3847458,38,34948.45042,3086.134107
220,9219.439286,277.79641380000004,16.21355932,24,23097.10402,5184.992857000001
221,1547.0933929999999,430.7409655,80.67118644,20,36355.59057,3051.520179
222,4402.806964,445.1707586,88.47118644,18,24417.42927,3400.115893
223,1699.39875,379.76,99.46440678,8,36222.65939,3086.2630360000003
224,5031.062321,275.8714483,93.92033898,17,24553.53168,3696.5158920000003
225,4954.909643,279.71972410000006,109.5338983,46,24369.0667,3673.766786
226,4517.034286,212.38400000000001,22.81016949,6,25885.61723,3374.795
227,3907.81625,153.7081379,32.80847458,30,25068.60647,3091.2573214
228,7582.1651790000005,497.1150345,113.46271189999999,21,23338.38845,4623.152679000001
229,3584.1682140000003,94.06731034,19.93559322,24,27393.182269999998,2953.2324997000005
230,2898.7975,360.52027589999994,42.5,4,31197.57443,2940.32607143
231,9695.389286,171.9845517,35.69322034,41,22702.93565,5324.133929
232,4174.348929,45.97131034,2.023728814,30,26339.115680000003,3183.0578576
233,3641.283571,399.9597241,105.45423729999999,37,27214.927910000002,3102.4299996
234,1318.63875,133.50675859999998,16.01355932,29,35727.53753,2948.2619640000003
235,1432.8660710000001,461.52386210000003,62.41864407,20,36205.8779,3025.9821420000003
236,2613.2275,421.1227586,164.2237288,6,33987.80547,3205.4167857
237,7144.289820999999,294.14786210000005,22.66949153,40,23222.371069999997,4366.014820999999
238,5830.660357,77.71586207,21.21525424,45,25786.3814,3928.1496429999997
239,6439.878393,78.67751724,21.11864407,10,25694.28106,4174.060536
240,7201.401786,272.0248276,19.4,47,23386.09035,4391.810715
241,7772.545179000001,53.66786207,13.644067800000002,40,23787.92274,4482.8648220000005
242,3565.130893,451.904,55.95423729,33,26571.15041,2976.6398216
243,9885.772679000002,456.71393099999995,117.2,28,22596.432240000002,5504.915536000001
244,5678.3583929999995,468.2571034,179.32372880000003,37,23865.09146,4029.599464
245,2537.074821,205.6507586,75.18813559,7,33273.069760000006,3018.5891067000002
246,9238.476606999999,369.17848280000004,82.25762712,23,22999.586,5240.9783929999985
247,1908.8160710000002,28.65655172,3.952542373,46,46264.24046,2888.6053567000004
248,5259.520357,489.4184828,82.97288136,26,24201.77968,3762.2525000000005
249,8667.333214,443.2457931,146.9305085,43,23065.52298,5049.902857
250,2346.694821,119.07862069999999,0.66440678,43,32302.250089999998,2929.9269639
251,4250.501607,358.59696549999995,78.71186441,20,24625.81128,3301.689107
252,9505.009286,284.5296552,94.36610169,29,22948.97705,5383.468215000001
253,1661.3241070000001,454.7889655,36.30677966,12,37269.98719,2961.263393
254,4688.376964,357.6353103,64.25254237,8,25170.08869,3496.6698210000004
255,8210.420536,297.99613789999995,66.00508475,6,24372.37017,4938.518749999999
256,8058.115179,112.3453793,28.51525424,9,23875.398259999998,4659.116965
257,8191.383214,178.7177931,17.84067797,27,23200.96468,4637.976071000001
258,8686.373929000001,84.44910345,20.81186441,39,23504.22193,4947.648929000001
259,10000.0,34.42813793,1.7796610169999998,50,23889.66918,5286.133929
260,7696.3925,402.84634480000005,41.30847458,7,24161.74182,4582.631786
261,6706.414464,143.1266207,28.66440678,10,24389.01958,4225.862678
262,5507.015714,101.7638621,35.83220339,47,24950.342780000003,3794.8103570000003
263,7182.364464,453.8273103,144.5508475,29,23470.9231,4536.580535000001
264,3241.482857,321.08248280000004,54.49322034,19,28156.412860000004,2969.1042856
265,9524.046606999998,69.05765517,24.61186441,10,23505.67546,5263.839463999999
266,2004.009464,405.7313103,78.9220339,7,33411.02209,3026.820178
267,4345.691607,447.09406900000005,90.31355932,15,24577.58082,3347.5808927
268,1813.6260710000001,83.48744828,30.1559322,15,35003.155660000004,2927.2635710000004
269,7068.137143000001,426.8943448,45.53389831,25,23362.43761,4377.703214000001
270,4650.298929,263.3666207,7.254237288,9,25097.412659999998,3397.1810719999994
271,5659.317679,146.0115862,47.04406779999999,23,24472.927340000002,3861.680179
272,4155.311607,162.36468969999999,51.65762712,35,25097.94116,3249.7241069999995
273,5906.813036,272.98648280000003,57.52542373,5,25332.48662,3972.2058929999994
274,5849.701071,373.0267586,148.95423730000002,29,23709.69689,4054.4046420000004
275,7924.850536,411.5028966,145.3694915,46,23108.99647,4806.000536
276,6287.576429,56.55282759,14.25423729,18,24192.1336,4003.131786
277,7353.7071430000005,22.88496552,0.318644068,28,24924.70801,4390.453572
278,3508.015536,344.1688276,10.90677966,21,26575.90738,2906.8691074
279,7525.049821,45.00965517,9.962711864,4,24354.66365,4385.469464
280,7620.239820999999,352.8253793,77.14576271,11,23714.850290000002,4592.046963999999
281,4041.080893,388.4165517,53.72033898,31,24786.75564,3212.4433929999996
282,3431.862857,351.8637241,124.4084746,12,28721.70026,3112.4592856
283,6192.386429,196.0325517,61.96779661,28,23889.14063,4071.4096430000004
284,6573.146429,320.1208276,78.50169492,9,24318.98631,4231.498215
285,6554.109107,219.1188966,72.58305085,42,23536.86007,4186.505536000001
286,3108.214821,255.6717241,11.59491525,25,28681.001669999998,2918.3166067
287,6972.947143,93.10565517,25.31694915,18,23831.79263,4257.5078570000005
288,1071.143393,210.4606897,83.09322034,14,35521.13755,3084.600536
289,5297.595,234.5086897,31.67457627,22,24341.71408,3720.1200000000003
290,9162.323929,364.3685517,145.1677966,44,22943.42725,5268.545357999999
291,3546.093571,376.8733793,129.0474576,49,28087.040289999997,3126.2274996
292,3336.672857,366.2918621,97.98983051,38,28021.1033,3105.585357
293,3527.052857,398.998069,86.69152542,38,27828.974319999998,3067.490357
294,4555.108929,276.83310339999997,108.1644068,24,24542.82846,3464.7125
295,4726.451607,64.24772414,24.1559322,42,26968.88642,3483.206964
296,8762.526607,397.0747586,92.40847458,39,22980.69023,5037.135536
297,2879.760179,98.87724138,18.33050847,28,32190.19681,2899.8119647099998
298,7315.6325,218.15558619999996,87.06440678,47,23291.479369999997,4554.4574999999995
299,2746.492143,391.3031724,142.31186440000002,49,30978.48922,3145.0510716
300,2042.0841070000001,295.10951719999997,90.73728814,33,33588.483680000005,3054.24125
301,7601.2025,475.952,115.1932203,6,24471.07743,4651.4864290000005
302,6649.299107,51.74289655,3.289830508,15,24096.46553,4172.34375
303,4326.654286,499.0383448,92.34406779999999,45,24525.121909999998,3342.3525003
304,3736.473571,180.6411034,7.272881356,41,25309.230209999998,2998.5271424000002
305,8648.295893,289.337931,32.85423729,44,23134.367000000002,5089.867322
306,4117.233571,385.5315862,133.2932203,49,24933.957619999997,3319.4032138999996
307,4821.6416070000005,20.96165517,0.762711864,44,35346.846860000005,3534.5273210000005
308,5354.710357,132.5451034,39.20847458,39,24604.404880000002,3740.8639279999998
309,9638.277321,124.85020690000002,18.23559322,16,23593.415230000002,5296.946964
310,7220.4425,236.43365519999998,14.344067800000001,25,23678.24799,4361.926429
311,7372.744464,76.7542069,24.43050847,17,23821.3537,4394.223035000001
312,5411.822321,316.2725517,115.0389831,6,25088.55943,3846.73125
313,1832.666786,436.5125517,131.1728814,40,34101.97292,3164.872143
314,6078.155714,362.4452414,116.1050847,10,24244.19608,4082.2057140000006
315,3945.890893,156.5931034,48.27288136,26,25149.60723,3133.6748215999996
316,1870.741429,194.1075862,19.24915254,6,34066.55989,2916.012858
317,7544.087143000001,117.15365520000002,22.86779661,18,23542.14562,4574.794286
318,2099.1994640000003,88.29737931,23.26271186,46,34888.72387,2918.0994640000004
319,7391.785179,464.40882760000005,32.16271186,11,23669.2626,4418.692322000001
320,6306.61375,70.98262069,16.85254237,44,25750.571930000002,4095.0816070000005
321,2594.1867859999998,400.9213793,20.55423729,50,30544.28297,2929.8421430999997
322,3622.242857,414.3895172,82.98135593,40,26590.70686,3031.1392856
323,1946.894107,29.61986207,2.577966102,44,46898.10758,2850.4458927
324,6325.651071,492.3051034,116.3711864,14,24118.92902,4193.817142
325,2784.570179,46.93462069,15.81355932,41,36645.898239999995,2881.8094647099997
326,6630.261786,307.616,18.97457627,32,23498.40785,4166.6064289999995
327,8495.990536,121.9635862,11.18813559,22,24051.80278,4861.188749999999
328,4916.835,314.3492414,109.7372881,25,24499.61927,3632.061786
329,8629.258570999998,250.8617931,67.02033898,28,23068.958580000002,4940.306784999999
330,5050.099643,401.8830345,10.46610169,32,24156.192000000003,3590.4585719999995
331,6458.919107,167.1746207,2.0152542369999997,26,24004.8937,4122.495892999999
332,4764.529643,416.3128276,157.24915249999998,28,24748.96411,3631.1117859999995
333,2308.616786,223.9271724,8.144067797,38,31564.65445,2899.8900003
334,6363.729107,427.856,162.6915254,38,23806.55423,4269.284464
335,4574.149643,306.6526897,108.51355929999998,41,24315.154290000002,3500.7853569999997
336,4383.76625,346.09213789999995,14.62542373,30,24452.71019,3311.2501789999997
337,1775.5514289999999,209.4990345,67.48644068,40,34622.86176,3028.499643
338,2708.4175,474.9903448,49.15762712,31,30812.259319999997,2964.68
339,8724.448570999999,196.99420690000002,18.42881356,11,23471.980209999998,4917.594999999999
340,8705.41125,305.6910345,19.84745763,34,23097.50043,4914.164820999999
341,3888.778929,257.5950345,78.23050847,36,25177.62053,3143.7075004
342,6782.56375,181.6027586,69.46271186,30,23749.73477,4314.70125
343,8077.155893000001,261.4433103,74.1220339,36,23220.653280000002,4778.009464000001
344,9029.059286,107.5354483,37.422033899999995,20,23310.50728,5035.496786
345,8819.638571,377.8350345,47.94067797,48,23033.54553,5148.329642
346,7163.327143,207.5757241,23.28983051,15,23689.34761,4447.684286000001
347,4193.38625,283.5663448,55.644067799999995,24,24555.91015,3283.7612499999996
348,8324.647857,85.41075862,1.277966102,49,23485.72258,4724.249642999999
349,9010.018570999999,308.5776552,104.1932203,7,23997.097569999998,5178.329284999999
350,4497.996964,174.8695172,65.99322034,8,25251.08943,3377.5058929999996
351,2365.732143,54.62951724,6.133898305,5,37868.17678,2899.9714287
352,3032.065536,439.39917239999994,130.9728814,32,30370.65333,3136.6673217000002
353,6059.118393,252.7851034,100.69661020000001,47,23738.3709,4053.1933929999996
354,9390.781964,493.2667586,6.433898305,33,22623.25629,5184.419464
355,804.6107142999999,371.1017931,31.98983051,17,36149.85127,3063.2696432999996
356,2080.15875,195.0708966,63.38983051,16,33838.09285,2990.6319642999997
357,5792.585714,177.7561379,54.51355932,48,24059.73109,3932.0446429999997
358,2213.426786,108.4971034,29.05932203,30,33376.66609,2950.389286
359,2803.6075,217.193931,20.52881356,27,31321.652169999998,2900.91464286
360,7106.211786,157.55475859999999,62.99661017,4,24057.74901,4443.395715
361,7677.355179000001,470.18041380000005,162.059322,29,23240.60615,4773.103393000001
362,2575.149464,211.42234480000002,28.67966102,4,34799.39848,2933.6726783
363,5716.433036,244.1285517,32.4,21,24168.21658,3879.0991070000005
364,4212.423571,313.3875862,48.33898305,34,24718.836580000003,3256.6217853000003
365,8457.915893000001,118.1169655,10.44745763,9,24585.90554,4872.9551790000005
366,2860.722857,104.64882759999999,9.884745763,31,31906.496,2893.8032141400004
367,8419.84125,334.54896549999995,59.79322034,25,23183.52243,5006.932321
368,4307.613571,490.38013789999997,178.2661017,13,25083.1417,3450.7814281
369,899.8007142999999,198.9175172,74.28813559,46,35232.54769,3050.1596433
370,3679.358214,92.14399999999999,0.0,21,26862.250839999997,2959.4617854
371,8990.98125,473.0653793000001,23.9,37,22956.77321,5053.027679000001
372,7125.249107,273.94813789999995,76.15932203,23,23537.124359999998,4450.015178
373,4079.1589289999997,86.37241379,15.24745763,12,26170.7715,3162.3071432999996
