(c) 2021 L. Francisco, W. R. Davis, and P. D. Franzon, NC State University
Sample#,Tclk,MaxTran,Uncertainty,Fanout,Area,Cpath
201,5830.660357,196.99420690000002,68.31525424,17,13065.5651,3927.538928
202,2080.15875,382.64496549999996,46.3779661,46,18102.67475,2885.6569643000003
203,1242.486071,219.1188966,46.02881356,14,19480.347980000002,2895.6896420000003
204,576.1526786000001,366.2918621,83.39491525,9,20357.48157,2986.7776786
205,6934.8691069999995,152.74482759999998,55.02542373,41,12288.0637,4389.717321
206,6249.498393,376.8733793,121.9983051,36,12614.31301,4229.62875
207,1014.0280359999999,44.048,7.03220339,11,24096.7294,2830.32625
208,9904.81,282.6046897,26.58135593,13,12270.489309999999,5062.592143
209,7905.813214,302.806069,43.98474576,39,12197.68116,4834.8364280000005
210,5430.863036,49.81958621,14.76949153,24,13486.689680000001,3736.6398219999996
211,2784.570179,133.50675859999998,28.50508475,17,17185.7675,2857.720179
212,1509.01875,170.05958619999998,54.84237288,26,19592.79763,2929.641964
213,1699.39875,132.5451034,25.75084746,14,18813.84275,2865.9987499999997
214,5944.891071,172.94620690000002,19.61694915,25,12970.82199,4002.480357
215,1337.676071,239.3186207,81.89830508,39,19574.43045,2982.635
216,2879.760179,277.79641380000004,79.26949153,37,16997.734780000003,2961.32446471
217,2403.806786,103.68717240000001,0.24745762699999999,46,17510.16686,2813.1550003
218,2251.501429,187.37434480000002,52.84237288,10,18695.05046,2919.2496432999997
219,6877.757143000001,56.55282759,8.5,46,12521.02342,4285.173214
220,690.38,274.90979310000006,47.90847458,40,19960.00982,2909.0032140000003
221,4764.529643,327.8157241,69.49322034,34,13429.738080000001,3485.8975
222,9105.211964,226.8137931,84.52372881,16,12195.03838,5131.090535
223,842.6853571,464.40882760000005,55.622033900000005,43,19228.36034,2922.7782141000002
224,4783.566964,112.3453793,19.03898305,34,13397.36422,3451.565178
225,6535.0717859999995,312.42427589999994,87.75423729,21,12521.15555,4201.193214999999
226,5849.701071,321.08248280000004,29.20169492,23,12836.96595,3887.577857
227,2974.950179,127.73517240000001,1.020338983,44,15891.60557,2818.8108933
228,4117.233571,420.1611034,123.14067800000001,41,13450.08736,3283.1674995999997
229,6611.221071,294.14786210000005,68.48474576,14,12544.94044,4349.237142
230,1280.560714,397.0747586,140.55254240000002,31,19377.148,3103.8482139999996
231,4345.691607,469.2187586,86.78813559,11,13651.86244,3327.121964
232,5392.785,146.0115862,1.286440678,49,13159.38325,3725.195714
233,4669.339643,46.93462069,8.852542373,49,13919.70667,3414.9325000000003
234,9447.897320999999,38.27641379,9.977966102,19,12524.45902,5095.947320999999
235,918.8380357000001,109.4587586,24.10508475,18,20096.64069,2865.5916067000003
236,8705.41125,489.4184828,97.33389831,12,12288.85653,5197.943393
237,766.5326786,466.33213789999996,69.53220339,30,19919.83979,2956.3844646
238,9409.819286,212.38400000000001,26.24067797,9,12412.53792,5016.951429
239,4745.492321,262.4049655,31.03389831,32,13241.57323,3480.6691069999997
240,1356.713393,113.3070345,3.606779661,42,20293.52674,2831.486607
241,3260.520179,106.57379309999999,5.16440678,9,16053.21065,2825.7594647
242,8476.953214,130.6217931,34.97118644,24,12208.78076,4968.128213999999
243,5697.395714,90.22068966,24.07457627,12,13144.98018,3895.585
244,4402.806964,57.51448276,11.49491525,40,13816.90311,3305.2176780000004
245,6496.99375,457.6755862,10.44067797,5,12981.52518,4302.561607
246,8762.526607,326.854069,55.74745763,43,12135.972590000001,5036.287321
247,4593.186964,91.18234483,20.88474576,30,14122.40671,3379.1887500000003
248,975.9533928999999,323.0057931,49.05254237,49,19131.50302,2920.6033929
249,4935.872321,320.1208276,16.37627119,37,13297.99626,3523.290178
250,7886.7725,304.7293793,117.47118640000001,6,12693.33168,4980.756429
251,671.3426786,459.5988966,167.3711864,27,19908.60803,3153.8283926
252,4269.538929,300.8811034,1.9525423730000002,48,13487.48246,3221.3496430000005
253,7772.545179000001,404.7696552,38.54237288,20,12117.34109,4833.346965000001
254,5164.326964,442.28413789999996,174.3457627,24,13338.5627,3773.5269639999997
255,2346.694821,364.3685517,136.8728814,11,18692.4077,3096.2448210000002
256,4022.043571,499.0383448,102.1084746,24,13572.18308,3213.6953567
257,8324.647857,148.89820690000002,7.761016949,17,12467.639570000001,4883.713928
258,2575.149464,52.706206900000005,18.80169492,19,19848.08861,2850.5137497
259,5449.900357,223.9271724,41.80677966,19,12972.53978,3729.3485710000004
260,7353.7071430000005,430.7409655,82.07457627,10,12372.764309999999,4645.426786
261,6458.919107,433.6275862,53.32033898,47,12487.4603,4162.158393
262,3393.788214,456.71393099999995,67.34406779999999,14,15136.5677,2954.3114283
263,5735.470357,116.19200000000001,8.422033897999999,44,13239.19474,3916.3900000000003
264,4326.654286,264.3282759,98.0779661,50,13294.824929999999,3339.0614289
265,7696.3925,35.39144828,10.72372881,8,12932.10549,4790.003214
266,3622.242857,475.952,71.75254237,31,14039.68817,3008.4071427000003
267,4536.071607,253.74675860000002,51.36440678,20,13678.554380000001,3395.087678
268,6173.345714,468.2571034,83.17457627,13,12804.85636,4165.6903569999995
269,8286.573214,458.6372414,49.32033898,46,12159.22892,4959.096428000001
270,1737.473393,398.03641380000005,116.279661,39,18905.018119999997,3041.450179
271,8838.675893000001,345.13048280000004,87.78644068,48,12127.11932,5116.270536000002
272,2537.074821,439.39917239999994,75.86440678,21,17785.93937,2959.1462496000004
273,3203.408214,451.904,129.20847460000002,22,16121.7904,3067.8974997
274,4383.76625,39.23806897,1.2627118640000001,33,14287.31525,3284.243036
275,1128.255357,290.3012414,7.3,10,20104.96543,2833.742857
276,4859.719643,146.9732414,6.127118643999999,49,13286.10382,3494.2982140000004
277,7391.785179,385.5315862,88.13050847,7,12600.83491,4732.260179000001
278,9162.323929,390.3398621,55.25932203,16,12195.96335,5082.6846430000005
279,7601.2025,229.69875860000002,2.413559322,33,12172.70703,4704.822143
280,5373.747679,181.6027586,46.21186441,45,13042.705179999999,3728.4833930000004
281,3108.214821,124.85020690000002,41.1559322,43,16226.8403,2917.4344639
282,7296.591786,122.9252414,18.73220339,20,12295.06703,4606.598929
283,7220.4425,353.7870345,28.75762712,36,12179.31393,4537.88
284,9524.046606999998,478.8369655,85.45932203,14,12226.223,5124.800177999999
285,823.6480357,453.8273103,180.040678,26,20107.07965,3181.3783927
286,9181.36125,114.26868970000001,29.83728814,9,12445.70462,5049.539821
287,937.8753571000001,436.5125517,98.82372881,27,20666.42079,3016.1021431
288,9714.43,191.2226207,3.852542373,10,12398.00272,4974.2353570000005
289,5411.822321,140.24,44.80169492,42,13165.72588,3787.0169639999995
290,1413.82875,125.8118621,3.013559322,10,21410.88769,2825.5626789999997
291,3527.052857,333.5873103,15.44745763,48,13882.840080000002,2894.4207141
292,5716.433036,313.3875862,31.03898305,22,12848.46198,3823.015179
293,3431.862857,151.7831724,56.86271186,15,15411.547369999998,2926.8360713
294,6668.336429,47.89627586,8.13559322,15,12702.97778,4222.222143
295,7715.429821,445.1707586,34.44576271,16,12126.85505,4779.4887499999995
296,2422.844107,473.0653793000001,116.8016949,17,18055.10496,3041.0226783999997
297,5507.015714,156.5931034,26.022033899999997,41,13063.054479999999,3790.637143
298,7334.6698209999995,144.0882759,51.02711864,25,12226.88369,4685.62875
299,6382.766429,342.2438621,95.11016949,38,12659.63643,4164.109286000001
300,1109.218036,242.20358619999996,63.88983051,25,19839.23544,2931.962679
301,2613.2275,334.54896549999995,44.02881356,16,17303.76694,2888.6935714
302,2651.302143,121.9635862,19.4559322,32,17294.25298,2855.3485716
303,3907.81625,240.28027590000002,82.42711864,12,13865.92639,3147.2394643
304,7106.211786,292.2245517,68.50508475,48,12202.7024,4512.8475
305,8115.230536,241.241931,89.78983051,23,12156.98257,5043.134107
306,1052.1026789999999,169.09793100000002,27.87457627,7,20958.182,2871.79375
307,5012.025,352.8253793,110.41355929999999,7,13683.839919999999,3645.7892859999993
308,1623.246071,166.2129655,54.244067799999996,13,21714.9378,2921.1496420000003
309,4878.756964,474.9903448,155.6,7,13906.757109999999,3643.3498210000002
310,1813.6260710000001,388.4165517,62.25254237,37,18575.46535,2936.56
311,7258.517143000001,128.69682759999998,34.03050847,43,12242.74028,4509.454643000001
312,2917.834821,221.04220690000002,72.87288136,34,16818.95174,2952.06874957
313,3945.890893,55.59117241,13.14067797,5,14648.845459999999,3088.753393
314,9638.277321,379.76,126.64745759999998,13,12259.521840000001,5308.482677999999
315,4136.270893,20.0,5.054237288,33,15736.4753,3183.2173216
316,4954.909643,396.1114483,33.52033898,40,13261.65824,3532.657857
317,2765.529464,347.0537931,107.4610169,29,17090.09942,3034.0062497000004
318,3241.482857,129.6601379,31.90847458,37,15649.792609999999,2886.5221427
319,8743.485893000001,361.4835862,136.95423730000002,27,12121.43738,5265.060893000001
320,652.3053571,443.2457931,159.9271186,35,20920.1262,3151.5517861
321,9086.17125,419.1977931,75.07966102,5,12794.2853,5107.062320999999
322,5868.738393,184.4893793,13.67118644,29,12880.70371,3979.1205359999994
323,8039.077856999999,67.13434483,13.17288136,42,12295.463440000001,4722.390356999999
324,6401.80375,381.6833103,76.06610169,15,12701.6564,4143.7216069999995
325,6953.906429000001,373.0267586,6.977966102000001,5,12791.11398,4348.158215
326,1432.8660710000001,222.96551719999997,15.49661017,25,20179.49139,2852.403571
327,9048.096607,273.94813789999995,2.66440678,6,12738.39082,5037.7055359999995
328,1642.283393,88.29737931,25.56101695,26,19650.40991,2870.667322
329,3755.510893,36.35310345,13.26101695,10,14814.018240000001,3012.0341073
330,5335.673036,85.41075862,13.05254237,48,13693.61811,3776.1462500000002
331,8971.943929000001,65.21103448,18.96101695,21,12387.5638,4973.597500000002
332,8172.345893000001,41.16303448,8.915254237000001,38,12613.25592,4854.708393000001
333,6744.489106999999,485.57186210000003,129.4101695,45,12417.69132,4432.698036
334,728.4580357000001,179.6794483,32.11355932,34,20234.46096,2895.4080357
335,3831.663571,234.5086897,13.84576271,22,13520.781319999998,3033.2224996
336,7030.059106999999,136.3933793,47.68813559,19,12352.6793,4403.207321
337,7639.277143000001,258.5566897,56.33050847,38,12124.6087,4741.777143000001
338,7962.925179000001,398.998069,17.20847458,22,12096.59539,4898.021608000001
339,6230.461071,45.97131034,4.118644068,20,13021.56308,4047.5985709999995
340,9276.554643000001,59.43944828,4.688135593,23,12359.81477,4810.5367860000015
341,3603.205536,203.7274483,36.98983051,40,13813.73179,2956.0858931000002
342,6763.5264290000005,196.0325517,54.85423729,17,12476.62497,4373.055
343,6306.61375,281.6430345,36.76610169,15,12785.16777,4038.1155360000002
344,7372.744464,48.85793103,4.808474576,12,12615.76654,4567.937321
345,1299.5980359999999,205.6507586,65.56101695,24,19738.413969999998,2946.9658929999996
346,1318.63875,337.4355862,117.0627119,25,20806.48735,3054.899464
347,8629.258570999998,238.35696549999997,0.386440678,40,12125.93008,4964.5657139999985
348,9809.62,100.8022069,21.57627119,11,12385.44958,5011.543214000001
349,4478.95625,297.03448280000003,42.89661017,26,13403.310440000001,3341.127679
350,3793.585536,256.6333793,68.99830508,20,13673.7974,3079.2873217
351,595.19,318.1958621,55.28983051,23,20157.9529,2922.7239289999998
352,9219.439286,444.2091034,6.8745762710000005,13,12241.94745,5005.85
353,6896.794464,53.66786207,9.398305085,38,12693.99238,4452.376607
354,1775.5514289999999,21.92331034,7.401694915,23,27060.457889999998,2824.283572
355,633.2680357,159.4797241,4.610169492,6,20113.02585,2830.9233927
356,5126.252321,328.7773793,111.0915254,14,13357.85489,3687.409464
357,3279.5575,303.76772410000007,105.01694920000001,28,15784.57361,3012.0985714
358,7144.289820999999,126.7735172,27.43389831,21,12340.65472,4566.329107
359,1680.3614289999998,426.8943448,156.7610169,21,20195.08375,3139.8328579999998
360,5202.405,276.83310339999997,43.98474576,6,13715.817369999999,3648.6121429999994
361,9371.744643,323.9674483,43.67457627,17,12140.201009999999,5101.732143
362,7506.0125,33.46648276,11.555932199999999,22,12798.91014,4690.823214
363,2594.1867859999998,356.6736552,140.9135593,30,17580.46441,3095.8546431
364,4459.9189289999995,81.56248276,1.154237288,44,13569.4082,3316.2546429999993
365,5963.928393,79.63917241,14.13389831,18,13086.70723,3906.330179
366,3926.853571,408.617931,1.662711864,38,13362.611840000001,3048.5446424
367,7277.554464,314.3492414,45.93728814,4,13014.69188,4608.291964
368,4555.108929,306.6526897,38.82542373,12,13694.9395,3372.019643
369,6363.729107,139.2783448,18.95423729,41,12879.25018,4187.109464
370,9752.504643,272.0248276,68.56271186,39,12119.85172,5130.177857000001
371,2308.616786,168.13627590000002,20.00677966,28,18160.02269,2853.6114288999997
372,5659.317679,358.59696549999995,117.48474579999998,50,12869.6041,3892.2158929999996
373,3698.395536,237.3953103,63.17966102,15,13808.842680000002,3026.983036
